"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$170,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$160,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$150,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
"$130,000.00",High
